"","disc_number","duration_ms","explicit","href","id","is_local","is_playable","name","popularity","preview_url","track_number","type","uri","album.album_type","album.href","album.id","album.name","album.release_date","album.release_date_precision","album.total_tracks","album.type","album.uri","album.external_urls.spotify","external_ids.isrc","external_urls.spotify","genre","country","restrictions.reason","totaltracks","explicitprop","single","singlepop","date","country2"
"1",1,120026,TRUE,"https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW","5TXDeTFVRVY7Cvt0Dw4vWW",FALSE,TRUE,"Revenge",84,"https://p.scdn.co/mp3-preview/f5096665f4f47142d704ee0ce47a8df26d256ad8?cid=2c522ebeb84f4aa189ec93288a41d97f",5,"track","spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW","album","https://api.spotify.com/v1/albums/5VdyJkLe3yvOs0l4xXbWp0","5VdyJkLe3yvOs0l4xXbWp0","17","2017-08-25","day",11,"album","spotify:album:5VdyJkLe3yvOs0l4xXbWp0","https://open.spotify.com/album/5VdyJkLe3yvOs0l4xXbWp0","USUYG1156895","https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2017-08-25,"IN"
"2",1,110886,TRUE,"https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah","2ZRo7axmMPeSVUvDbGkJah",FALSE,TRUE,"Hope",83,NA,16,"track","spotify:track:2ZRo7axmMPeSVUvDbGkJah","album","https://api.spotify.com/v1/albums/2Ti79nwTsont5ZHfdxIzAm","2Ti79nwTsont5ZHfdxIzAm","?","2018-03-16","day",18,"album","spotify:album:2Ti79nwTsont5ZHfdxIzAm","https://open.spotify.com/album/2Ti79nwTsont5ZHfdxIzAm","USUG11800447","https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-03-16,"IN"
"3",1,119133,TRUE,"https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96","7m9OqQk4RVRkw9JJdeAw96",FALSE,TRUE,"Jocelyn Flores",82,"https://p.scdn.co/mp3-preview/99ae2de8b5e6c95349a9775948f65a331ca2a329?cid=2c522ebeb84f4aa189ec93288a41d97f",2,"track","spotify:track:7m9OqQk4RVRkw9JJdeAw96","album","https://api.spotify.com/v1/albums/5VdyJkLe3yvOs0l4xXbWp0","5VdyJkLe3yvOs0l4xXbWp0","17","2017-08-25","day",11,"album","spotify:album:5VdyJkLe3yvOs0l4xXbWp0","https://open.spotify.com/album/5VdyJkLe3yvOs0l4xXbWp0","USUYG1156892","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2017-08-25,"IN"
"4",1,95466,TRUE,"https://api.spotify.com/v1/tracks/3GVkPk8mqxz0itaAriG1L7","3GVkPk8mqxz0itaAriG1L7",FALSE,TRUE,"Everybody Dies In Their Nightmares",82,"https://p.scdn.co/mp3-preview/245bdb86c13c1a8eee8fdb4f4a82111d6bf0a3fb?cid=2c522ebeb84f4aa189ec93288a41d97f",4,"track","spotify:track:3GVkPk8mqxz0itaAriG1L7","album","https://api.spotify.com/v1/albums/5VdyJkLe3yvOs0l4xXbWp0","5VdyJkLe3yvOs0l4xXbWp0","17","2017-08-25","day",11,"album","spotify:album:5VdyJkLe3yvOs0l4xXbWp0","https://open.spotify.com/album/5VdyJkLe3yvOs0l4xXbWp0","USUYG1156894","https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2017-08-25,"IN"
"5",1,166605,TRUE,"https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2","3ee8Jmje8o58CHK66QrVC2",FALSE,TRUE,"SAD!",81,NA,4,"track","spotify:track:3ee8Jmje8o58CHK66QrVC2","album","https://api.spotify.com/v1/albums/2Ti79nwTsont5ZHfdxIzAm","2Ti79nwTsont5ZHfdxIzAm","?","2018-03-16","day",18,"album","spotify:album:2Ti79nwTsont5ZHfdxIzAm","https://open.spotify.com/album/2Ti79nwTsont5ZHfdxIzAm","USUG11800208","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-03-16,"IN"
"6",1,146520,TRUE,"https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2","7AQim7LbvFVZJE3O8TYgf2",FALSE,TRUE,"Fuck Love (feat. Trippie Redd)",81,"https://p.scdn.co/mp3-preview/c82958b8b135299e17cb3465048032e6dc7fc98e?cid=2c522ebeb84f4aa189ec93288a41d97f",8,"track","spotify:track:7AQim7LbvFVZJE3O8TYgf2","album","https://api.spotify.com/v1/albums/5VdyJkLe3yvOs0l4xXbWp0","5VdyJkLe3yvOs0l4xXbWp0","17","2017-08-25","day",11,"album","spotify:album:5VdyJkLe3yvOs0l4xXbWp0","https://open.spotify.com/album/5VdyJkLe3yvOs0l4xXbWp0","USUYG1156898","https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2017-08-25,"IN"
"7",1,135090,TRUE,"https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL","0JP9xo3adEtGSdUEISiszL",FALSE,TRUE,"Moonlight",81,NA,3,"track","spotify:track:0JP9xo3adEtGSdUEISiszL","album","https://api.spotify.com/v1/albums/2Ti79nwTsont5ZHfdxIzAm","2Ti79nwTsont5ZHfdxIzAm","?","2018-03-16","day",18,"album","spotify:album:2Ti79nwTsont5ZHfdxIzAm","https://open.spotify.com/album/2Ti79nwTsont5ZHfdxIzAm","USUG11800209","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-03-16,"IN"
"8",1,126345,TRUE,"https://api.spotify.com/v1/tracks/7floNISpH8VF4z4459Qo18","7floNISpH8VF4z4459Qo18",FALSE,TRUE,"Look At Me!",80,"https://p.scdn.co/mp3-preview/8e7a9bbc76e20e3f5020c0420a9c0a1e63634bac?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:7floNISpH8VF4z4459Qo18","single","https://api.spotify.com/v1/albums/3cyyJALrHc8LawnQNFYRWL","3cyyJALrHc8LawnQNFYRWL","Look At Me!","2017-02-20","day",1,"album","spotify:album:3cyyJALrHc8LawnQNFYRWL","https://open.spotify.com/album/3cyyJALrHc8LawnQNFYRWL","USUYG1131080","https://open.spotify.com/track/7floNISpH8VF4z4459Qo18","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2017-02-20,"IN"
"9",1,196400,TRUE,"https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9","4jvjzW7Hm0yK4LvvE0Paz9",FALSE,TRUE,"Falling Down - Bonus Track",79,"https://p.scdn.co/mp3-preview/8a9e321cb7e061b3dcbd79fac08ace53450471e7?cid=2c522ebeb84f4aa189ec93288a41d97f",12,"track","spotify:track:4jvjzW7Hm0yK4LvvE0Paz9","album","https://api.spotify.com/v1/albums/52JymrguPgkmmwLaWIusst","52JymrguPgkmmwLaWIusst","Come Over When You're Sober, Pt. 2","2018-11-09","day",13,"album","spotify:album:52JymrguPgkmmwLaWIusst","https://open.spotify.com/album/52JymrguPgkmmwLaWIusst","USQX91802294","https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-11-09,"IN"
"10",1,160184,TRUE,"https://api.spotify.com/v1/tracks/4UKCKdYiLN6IMA5ZESUTL7","4UKCKdYiLN6IMA5ZESUTL7",FALSE,TRUE,"the remedy for a broken heart (why am I so in love)",78,NA,5,"track","spotify:track:4UKCKdYiLN6IMA5ZESUTL7","album","https://api.spotify.com/v1/albums/2Ti79nwTsont5ZHfdxIzAm","2Ti79nwTsont5ZHfdxIzAm","?","2018-03-16","day",18,"album","spotify:album:2Ti79nwTsont5ZHfdxIzAm","https://open.spotify.com/album/2Ti79nwTsont5ZHfdxIzAm","USUG11800488","https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-03-16,"IN"
"11",1,239835,TRUE,"https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR","285pBltuF7vW8TeWk8hdRR",FALSE,TRUE,"Lucid Dreams",83,NA,3,"track","spotify:track:285pBltuF7vW8TeWk8hdRR","album","https://api.spotify.com/v1/albums/6tkjU4Umpo79wwkgPMV3nZ","6tkjU4Umpo79wwkgPMV3nZ","Goodbye & Good Riddance","2018-12-10","day",17,"album","spotify:album:6tkjU4Umpo79wwkgPMV3nZ","https://open.spotify.com/album/6tkjU4Umpo79wwkgPMV3nZ","USUG11800685","https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-12-10,"IN"
"12",1,165819,TRUE,"https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1","4VXIryQMWpIdGgYR4TrjT1",FALSE,TRUE,"All Girls Are The Same",81,NA,2,"track","spotify:track:4VXIryQMWpIdGgYR4TrjT1","album","https://api.spotify.com/v1/albums/6tkjU4Umpo79wwkgPMV3nZ","6tkjU4Umpo79wwkgPMV3nZ","Goodbye & Good Riddance","2018-12-10","day",17,"album","spotify:album:6tkjU4Umpo79wwkgPMV3nZ","https://open.spotify.com/album/6tkjU4Umpo79wwkgPMV3nZ","USUG11800651","https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-12-10,"IN"
"13",1,205484,TRUE,"https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG","2Y0wPrPQBrGhoLn14xRYCG",FALSE,TRUE,"Come & Go (with Marshmello)",79,NA,12,"track","spotify:track:2Y0wPrPQBrGhoLn14xRYCG","album","https://api.spotify.com/v1/albums/6n9DKpOxwifT5hOXtgLZSL","6n9DKpOxwifT5hOXtgLZSL","Legends Never Die","2020-07-10","day",22,"album","spotify:album:6n9DKpOxwifT5hOXtgLZSL","https://open.spotify.com/album/6n9DKpOxwifT5hOXtgLZSL","USUG12001904","https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2020-07-10,"IN"
"14",1,240050,TRUE,"https://api.spotify.com/v1/tracks/6iaSML1PIYq936g62BDtBq","6iaSML1PIYq936g62BDtBq",FALSE,TRUE,"Robbery",79,NA,8,"track","spotify:track:6iaSML1PIYq936g62BDtBq","album","https://api.spotify.com/v1/albums/1btu0SV2DOI5HoFsvUd78F","1btu0SV2DOI5HoFsvUd78F","Death Race For Love (Bonus Track Version)","2019-03-08","day",23,"album","spotify:album:1btu0SV2DOI5HoFsvUd78F","https://open.spotify.com/album/1btu0SV2DOI5HoFsvUd78F","USUG11900302","https://open.spotify.com/track/6iaSML1PIYq936g62BDtBq","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2019-03-08,"IN"
"15",1,194621,TRUE,"https://api.spotify.com/v1/tracks/2U5WueTLIK5WJLD7mvDODv","2U5WueTLIK5WJLD7mvDODv",FALSE,TRUE,"Wishing Well",79,NA,15,"track","spotify:track:2U5WueTLIK5WJLD7mvDODv","album","https://api.spotify.com/v1/albums/6n9DKpOxwifT5hOXtgLZSL","6n9DKpOxwifT5hOXtgLZSL","Legends Never Die","2020-07-10","day",22,"album","spotify:album:6n9DKpOxwifT5hOXtgLZSL","https://open.spotify.com/album/6n9DKpOxwifT5hOXtgLZSL","USUG12001905","https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2020-07-10,"IN"
"16",1,259672,TRUE,"https://api.spotify.com/v1/tracks/3i6sCTU7ENlnHpHvrHUitW","3i6sCTU7ENlnHpHvrHUitW",FALSE,TRUE,"Sometimes",77,NA,5,"track","spotify:track:3i6sCTU7ENlnHpHvrHUitW","album","https://api.spotify.com/v1/albums/1typPCwqyXMfFpvDZAyKew","1typPCwqyXMfFpvDZAyKew","Fighting Demons (Deluxe)","2022-03-18","day",23,"album","spotify:album:1typPCwqyXMfFpvDZAyKew","https://open.spotify.com/album/1typPCwqyXMfFpvDZAyKew","USUG12200317","https://open.spotify.com/track/3i6sCTU7ENlnHpHvrHUitW","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2022-03-18,"IN"
"17",1,175755,TRUE,"https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa","3oDkdAySo1VQQG0ptV7uwa",FALSE,TRUE,"Lean Wit Me",77,NA,7,"track","spotify:track:3oDkdAySo1VQQG0ptV7uwa","album","https://api.spotify.com/v1/albums/6tkjU4Umpo79wwkgPMV3nZ","6tkjU4Umpo79wwkgPMV3nZ","Goodbye & Good Riddance","2018-12-10","day",17,"album","spotify:album:6tkjU4Umpo79wwkgPMV3nZ","https://open.spotify.com/album/6tkjU4Umpo79wwkgPMV3nZ","USUG11800945","https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-12-10,"IN"
"18",1,227527,TRUE,"https://api.spotify.com/v1/tracks/1CfuBY3BDdKpooQ9L5zgUc","1CfuBY3BDdKpooQ9L5zgUc",FALSE,TRUE,"Cigarettes",77,NA,3,"track","spotify:track:1CfuBY3BDdKpooQ9L5zgUc","album","https://api.spotify.com/v1/albums/1typPCwqyXMfFpvDZAyKew","1typPCwqyXMfFpvDZAyKew","Fighting Demons (Deluxe)","2022-03-18","day",23,"album","spotify:album:1typPCwqyXMfFpvDZAyKew","https://open.spotify.com/album/1typPCwqyXMfFpvDZAyKew","USUG12200313","https://open.spotify.com/track/1CfuBY3BDdKpooQ9L5zgUc","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2022-03-18,"IN"
"19",1,258475,TRUE,"https://api.spotify.com/v1/tracks/1a7WZZZH7LzyvorhpOJFTe","1a7WZZZH7LzyvorhpOJFTe",FALSE,TRUE,"Wasted (feat. Lil Uzi Vert)",77,NA,4,"track","spotify:track:1a7WZZZH7LzyvorhpOJFTe","album","https://api.spotify.com/v1/albums/6tkjU4Umpo79wwkgPMV3nZ","6tkjU4Umpo79wwkgPMV3nZ","Goodbye & Good Riddance","2018-12-10","day",17,"album","spotify:album:6tkjU4Umpo79wwkgPMV3nZ","https://open.spotify.com/album/6tkjU4Umpo79wwkgPMV3nZ","USUG11800948","https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-12-10,"IN"
"20",1,169999,TRUE,"https://api.spotify.com/v1/tracks/5wujBwqG7INdStqGd4tRMX","5wujBwqG7INdStqGd4tRMX",FALSE,TRUE,"Armed And Dangerous",77,NA,5,"track","spotify:track:5wujBwqG7INdStqGd4tRMX","album","https://api.spotify.com/v1/albums/6tkjU4Umpo79wwkgPMV3nZ","6tkjU4Umpo79wwkgPMV3nZ","Goodbye & Good Riddance","2018-12-10","day",17,"album","spotify:album:6tkjU4Umpo79wwkgPMV3nZ","https://open.spotify.com/album/6tkjU4Umpo79wwkgPMV3nZ","USUG11802039","https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-12-10,"IN"
"21",1,193506,TRUE,"https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj","00Blm7zeNqgYLPtW6zg8cj",FALSE,TRUE,"One Right Now (with The Weeknd)",85,NA,1,"track","spotify:track:00Blm7zeNqgYLPtW6zg8cj","single","https://api.spotify.com/v1/albums/6fgSKdHloRioPrZ9oJC7FH","6fgSKdHloRioPrZ9oJC7FH","One Right Now","2021-11-05","day",1,"album","spotify:album:6fgSKdHloRioPrZ9oJC7FH","https://open.spotify.com/album/6fgSKdHloRioPrZ9oJC7FH","USUM72120404","https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2021-11-05,"IN"
"22",1,215280,FALSE,"https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb","21jGcNKet2qwijlDFuPiPb",FALSE,TRUE,"Circles",84,NA,6,"track","spotify:track:21jGcNKet2qwijlDFuPiPb","album","https://api.spotify.com/v1/albums/4g1ZRSobMefqF6nelkgibi","4g1ZRSobMefqF6nelkgibi","Hollywood's Bleeding","2019-09-06","day",17,"album","spotify:album:4g1ZRSobMefqF6nelkgibi","https://open.spotify.com/album/4g1ZRSobMefqF6nelkgibi","USUM71915699","https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2019-09-06,"IN"
"23",1,218146,TRUE,"https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt","0e7ipj03S05BNilyu5bRzt",FALSE,TRUE,"rockstar (feat. 21 Savage)",82,NA,6,"track","spotify:track:0e7ipj03S05BNilyu5bRzt","album","https://api.spotify.com/v1/albums/6trNtQUgC8cgbWcqoMYkOR","6trNtQUgC8cgbWcqoMYkOR","beerbongs & bentleys","2018-04-27","day",18,"album","spotify:album:6trNtQUgC8cgbWcqoMYkOR","https://open.spotify.com/album/6trNtQUgC8cgbWcqoMYkOR","USUM71710087","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-04-27,"IN"
"24",1,157560,FALSE,"https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY","0RiRZpuVRbi7oqRdSMwhQY",FALSE,TRUE,"Sunflower - Spider-Man: Into the Spider-Verse",78,NA,12,"track","spotify:track:0RiRZpuVRbi7oqRdSMwhQY","album","https://api.spotify.com/v1/albums/4g1ZRSobMefqF6nelkgibi","4g1ZRSobMefqF6nelkgibi","Hollywood's Bleeding","2019-09-06","day",17,"album","spotify:album:4g1ZRSobMefqF6nelkgibi","https://open.spotify.com/album/4g1ZRSobMefqF6nelkgibi","USUM71814888","https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2019-09-06,"IN"
"25",1,220293,TRUE,"https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9","3a1lNhkSLSkpJE4MSHpDu9",FALSE,TRUE,"Congratulations",80,NA,12,"track","spotify:track:3a1lNhkSLSkpJE4MSHpDu9","album","https://api.spotify.com/v1/albums/5s0rmjP8XOPhP6HhqOhuyC","5s0rmjP8XOPhP6HhqOhuyC","Stoney (Deluxe)","2016-12-09","day",18,"album","spotify:album:5s0rmjP8XOPhP6HhqOhuyC","https://open.spotify.com/album/5s0rmjP8XOPhP6HhqOhuyC","USUM71614484","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2016-12-09,"IN"
"26",1,231266,TRUE,"https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK","7dt6x5M1jzdTEt8oCbisTK",FALSE,TRUE,"Better Now",79,NA,9,"track","spotify:track:7dt6x5M1jzdTEt8oCbisTK","album","https://api.spotify.com/v1/albums/6trNtQUgC8cgbWcqoMYkOR","6trNtQUgC8cgbWcqoMYkOR","beerbongs & bentleys","2018-04-27","day",18,"album","spotify:album:6trNtQUgC8cgbWcqoMYkOR","https://open.spotify.com/album/6trNtQUgC8cgbWcqoMYkOR","USUM71805170","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-04-27,"IN"
"27",1,184213,TRUE,"https://api.spotify.com/v1/tracks/40uMIn2zJLAQhNXghRjBed","40uMIn2zJLAQhNXghRjBed",FALSE,TRUE,"Motley Crew",78,NA,1,"track","spotify:track:40uMIn2zJLAQhNXghRjBed","single","https://api.spotify.com/v1/albums/4tokbQaFXRrq8keVGBD9vb","4tokbQaFXRrq8keVGBD9vb","Motley Crew","2021-07-09","day",1,"album","spotify:album:4tokbQaFXRrq8keVGBD9vb","https://open.spotify.com/album/4tokbQaFXRrq8keVGBD9vb","USUM72111566","https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2021-07-09,"IN"
"28",1,149546,TRUE,"https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg","7xQAfvXzm3AkraOtGPWIZg",FALSE,TRUE,"Wow.",78,NA,17,"track","spotify:track:7xQAfvXzm3AkraOtGPWIZg","album","https://api.spotify.com/v1/albums/4g1ZRSobMefqF6nelkgibi","4g1ZRSobMefqF6nelkgibi","Hollywood's Bleeding","2019-09-06","day",17,"album","spotify:album:4g1ZRSobMefqF6nelkgibi","https://open.spotify.com/album/4g1ZRSobMefqF6nelkgibi","USUM71822626","https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2019-09-06,"IN"
"29",1,223346,TRUE,"https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh","75ZvA4QfFiZvzhj2xkaWAh",FALSE,TRUE,"I Fall Apart",77,NA,7,"track","spotify:track:75ZvA4QfFiZvzhj2xkaWAh","album","https://api.spotify.com/v1/albums/5s0rmjP8XOPhP6HhqOhuyC","5s0rmjP8XOPhP6HhqOhuyC","Stoney (Deluxe)","2016-12-09","day",18,"album","spotify:album:5s0rmjP8XOPhP6HhqOhuyC","https://open.spotify.com/album/5s0rmjP8XOPhP6HhqOhuyC","USUM71614475","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2016-12-09,"IN"
"30",1,221440,TRUE,"https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C","3swc6WTsr7rl9DqQKQA55C",FALSE,TRUE,"Psycho (feat. Ty Dolla $ign)",76,NA,8,"track","spotify:track:3swc6WTsr7rl9DqQKQA55C","album","https://api.spotify.com/v1/albums/6trNtQUgC8cgbWcqoMYkOR","6trNtQUgC8cgbWcqoMYkOR","beerbongs & bentleys","2018-04-27","day",18,"album","spotify:album:6trNtQUgC8cgbWcqoMYkOR","https://open.spotify.com/album/6trNtQUgC8cgbWcqoMYkOR","USUM71710836","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2018-04-27,"IN"
"31",1,290320,TRUE,"https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk","7lQ8MOhq6IN2w8EYcFNSUk",FALSE,TRUE,"Without Me",86,NA,10,"track","spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","album","https://api.spotify.com/v1/albums/2cWBwpqMsDJC1ZUwz813lo","2cWBwpqMsDJC1ZUwz813lo","The Eminem Show","2002-05-26","day",20,"album","spotify:album:2cWBwpqMsDJC1ZUwz813lo","https://open.spotify.com/album/2cWBwpqMsDJC1ZUwz813lo","USIR10211038","https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2002-05-26,"IN"
"32",1,284200,TRUE,"https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR","3yfqSUWxFvZELEM4PmlwIR",FALSE,TRUE,"The Real Slim Shady",85,NA,8,"track","spotify:track:3yfqSUWxFvZELEM4PmlwIR","album","https://api.spotify.com/v1/albums/6t7956yu5zYf5A829XRiHC","6t7956yu5zYf5A829XRiHC","The Marshall Mathers LP","2000-05-23","day",18,"album","spotify:album:6t7956yu5zYf5A829XRiHC","https://open.spotify.com/album/6t7956yu5zYf5A829XRiHC","USIR10000448","https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2000-05-23,"IN"
"33",1,297786,TRUE,"https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS","4xkOaSrkexMciUUogZKVTS",FALSE,TRUE,"'Till I Collapse",84,NA,18,"track","spotify:track:4xkOaSrkexMciUUogZKVTS","album","https://api.spotify.com/v1/albums/2cWBwpqMsDJC1ZUwz813lo","2cWBwpqMsDJC1ZUwz813lo","The Eminem Show","2002-05-26","day",20,"album","spotify:album:2cWBwpqMsDJC1ZUwz813lo","https://open.spotify.com/album/2cWBwpqMsDJC1ZUwz813lo","USIR10211066","https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2002-05-26,"IN"
"34",1,210800,TRUE,"https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ","7FIWs0pqAYbP91WWM0vlTQ",FALSE,TRUE,"Godzilla (feat. Juice WRLD)",83,NA,7,"track","spotify:track:7FIWs0pqAYbP91WWM0vlTQ","album","https://api.spotify.com/v1/albums/4otkd9As6YaxxEkIjXPiZ6","4otkd9As6YaxxEkIjXPiZ6","Music To Be Murdered By","2020-01-17","day",20,"album","spotify:album:4otkd9As6YaxxEkIjXPiZ6","https://open.spotify.com/album/4otkd9As6YaxxEkIjXPiZ6","USUM72000788","https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2020-01-17,"IN"
"35",1,404106,TRUE,"https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz","3UmaczJpikHgJFyBTAJVoz",FALSE,TRUE,"Stan",82,NA,3,"track","spotify:track:3UmaczJpikHgJFyBTAJVoz","album","https://api.spotify.com/v1/albums/6t7956yu5zYf5A829XRiHC","6t7956yu5zYf5A829XRiHC","The Marshall Mathers LP","2000-05-23","day",18,"album","spotify:album:6t7956yu5zYf5A829XRiHC","https://open.spotify.com/album/6t7956yu5zYf5A829XRiHC","USIR10001280","https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2000-05-23,"IN"
"36",1,263373,TRUE,"https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED","15JINEqzVMv3SvJTAXAKED",FALSE,TRUE,"Love The Way You Lie",80,NA,15,"track","spotify:track:15JINEqzVMv3SvJTAXAKED","album","https://api.spotify.com/v1/albums/47BiFcV59TQi2s9SkBo2pb","47BiFcV59TQi2s9SkBo2pb","Recovery","2010-06-18","day",17,"album","spotify:album:47BiFcV59TQi2s9SkBo2pb","https://open.spotify.com/album/47BiFcV59TQi2s9SkBo2pb","USUM71015397","https://open.spotify.com/track/15JINEqzVMv3SvJTAXAKED","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2010-06-18,"IN"
"37",1,248133,TRUE,"https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus","7Ie9W94M7OjPoZVV216Xus",FALSE,TRUE,"Not Afraid",78,NA,7,"track","spotify:track:7Ie9W94M7OjPoZVV216Xus","album","https://api.spotify.com/v1/albums/47BiFcV59TQi2s9SkBo2pb","47BiFcV59TQi2s9SkBo2pb","Recovery","2010-06-18","day",17,"album","spotify:album:47BiFcV59TQi2s9SkBo2pb","https://open.spotify.com/album/47BiFcV59TQi2s9SkBo2pb","USUM71011769","https://open.spotify.com/track/7Ie9W94M7OjPoZVV216Xus","rap","IN",NA,194,0.731958762886598,57,0.293814432989691,2010-06-18,"IN"
